brand_cpu,name_cpu,benchmark_cpu,rank_cpu,value_cpu,socket_cpu,price_cpu,core_count,thread_count
Intel,Intel Xeon E5-1620 v2 @ 3.70GHz,6498,2044,21.02,LGA 2011,9621.9928,4,8
Intel,Intel Xeon E5-1620 v3 @ 3.50GHz,6958,1955,36.63,LGA 2011-3,5911.244,4,8
Intel,Intel Xeon E5-1620 v4 @ 3.50GHz,7316,1886,23.59,LGA 2011-3,9650.312,4,8
Intel,Intel Xeon E5-1630 v3 @ 3.70GHz,7416,1871,24.81,LGA 2011-3,9303.324,4,8
Intel,Intel Xeon E5-1650 @ 3.20GHz,8046,1781,54.93,LGA 2011,4558.1464,6,12
Intel,Intel Xeon E5-1650 v2 @ 3.50GHz,9306,1643,40.47,LGA 2011,7156.044,6,12
Intel,Intel Xeon E5-1650 v4 @ 3.60GHz,11328,1479,26.35,LGA 2011-3,13380.044,6,12
Intel,Intel Xeon E5-1660 @ 3.30GHz,8324,1739,31.15,LGA 2011,8314.9528,6,12
Intel,Intel Xeon E5-1660 v2 @ 3.70GHz,10297,1554,35.51,LGA 2011,9023.244,6,12
Intel,Intel Xeon E5-1660 v3 @ 3.00GHz,12559,1392,63.25,LGA 2011-3,6178.876,8,16
Intel,Intel Xeon E5-1660 v4 @ 3.20GHz,13282,1334,37.69,LGA 2011-3,10965.4432,8,16
Intel,Intel Xeon E5-1680 v3 @ 3.20GHz,13302,1333,33.34,LGA 2011-3,12415.324,8,16
Intel,Intel Xeon E5-2403 @ 1.80GHz,2367,3367,157.92,LGA 2011,466.4888,4,4
Intel,Intel Xeon E5-2403 v2 @ 1.80GHz,2672,3174,4.94,LGA 2011,16835.92,4,4
Intel,Intel Xeon E5-2407 @ 2.20GHz,2628,3198,105.12,LGA 2011,778,4,4
Intel,Intel Xeon E5-2407 v2 @ 2.40GHz,3354,2858,83.87,LGA 2011,1244.4888,4,4
Intel,Intel Xeon E5-2418L v2 @ 2.00GHz,5380,2291,8.86,LGA 2011,18889.84,6,12
Intel,Intel Xeon E5-2420 @ 1.90GHz,5018,2381,14.11,LGA 2011,11064.716,6,12
Intel,Intel Xeon E5-2420 v2 @ 2.20GHz,6349,2077,56.69,LGA 2011,3485.1288,6,12
Intel,Intel Xeon E5-2430 @ 2.20GHz,5770,2196,147.95,LGA 2011,1213.68,6,12
Intel,Intel Xeon E5-2430L @ 2.00GHz,5300,2318,21.2,LGA 2011,7778.444,6,12
Intel,Intel Xeon E5-2440 v2 @ 1.90GHz,7565,1846,58.22,LGA 2011,4044.044,8,16
Intel,Intel Xeon E5-2450 @ 2.10GHz,7534,1851,153.75,LGA 2011,1524.88,8,16
Intel,Intel Xeon E5-2450 v2 @ 2.50GHz,9084,1669,31.88,LGA 2011,8867.644,8,16
Intel,Intel Xeon E5-2450L @ 1.80GHz,6047,2137,77.53,LGA 2011,2427.36,8,16
Intel,Intel Xeon E5-2470 @ 2.30GHz,8325,1738,66.25,LGA 2011,3910.5392,8,16
Intel,Intel Xeon E5-2470 v2 @ 2.40GHz,10702,1524,214.25,LGA 2011,1554.444,10,20
Intel,Intel Xeon E5-2603 @ 1.80GHz,2335,3389,5.77,LGA 2011,12584.928,4,4
Intel,Intel Xeon E5-2603 v2 @ 1.80GHz,2735,3143,2.76,LGA 2011,30871.04,4,4
Intel,Intel Xeon E5-2603 v3 @ 1.60GHz,3825,2678,81.39,LGA 2011-3,1462.3288,6,6
Intel,Intel Xeon E5-2603 v4 @ 1.70GHz,4494,2489,34.04,LGA 2011-3,4108.7736,6,6
Intel,Intel Xeon E5-2608L v3 @ 2.00GHz,6415,2058,14.55,LGA 2011-3,13723.92,6,12
Intel,Intel Xeon E5-2608L v4 @ 1.60GHz,7447,1864,20.51,LGA 2011-3,11296.56,8,16
Intel,Intel Xeon E5-2609 @ 2.40GHz,2912,3061,42.2,LGA 2011,2147.28,4,4
Intel,Intel Xeon E5-2609 v2 @ 2.50GHz,3339,2862,43.61,LGA 2011,2383.1696,4,4
Intel,Intel Xeon E5-2609 v3 @ 1.90GHz,4499,2488,23.68,LGA 2011-3,5911.244,6,6
Intel,Intel Xeon E5-2609 v4 @ 1.70GHz,5418,2283,169.38,LGA 2011-3,995.5288,8,8
Intel,Intel Xeon E5-2618L v3 @ 2.30GHz,11310,1480,57.99,LGA 2011-3,6069.0224,8,16
Intel,Intel Xeon E5-2618L v4 @ 2.20GHz,12472,1395,13.82,LGA 2011-3,28076.464,10,20
Intel,Intel Xeon E5-2620 @ 2.00GHz,5327,2308,59.22,LGA 2011,2799.244,6,12
Intel,Intel Xeon E5-2620 v2 @ 2.10GHz,6236,2096,63.02,LGA 2011,3079.324,6,12
Intel,Intel Xeon E5-2620 v3 @ 2.40GHz,7760,1816,96.88,LGA 2011-3,2492.712,6,12
Intel,Intel Xeon E5-2620 v4 @ 2.10GHz,9227,1654,167.76,LGA 2011-3,1711.6,8,16
Intel,Intel Xeon E5-2623 v3 @ 3.00GHz,6632,2016,28.84,LGA 2011-3,7156.044,4,8
Intel,Intel Xeon E5-2628 v3 @ 2.50GHz,8447,1730,168.97,LGA 2011-3,1555.6888,8,16
Intel,Intel Xeon E5-2628L v4 @ 1.90GHz,11079,1494,20.94,LGA 2011-3,16468.0816,12,24
Intel,Intel Xeon E5-2629 v3 @ 2.40GHz,9380,1635,18.76,LGA 2011-3,15556.2656,8,16
Intel,Intel Xeon E5-2630 v2 @ 2.60GHz,7484,1857,66.82,LGA 2011,3485.44,6,12
Intel,Intel Xeon E5-2630 v4 @ 2.20GHz,11391,1472,47.44,LGA 2011-3,7471.912,10,20
Intel,Intel Xeon E5-2630L @ 2.00GHz,5305,2316,102.37,LGA 2011,1612.6384,6,12
Intel,Intel Xeon E5-2630L v2 @ 2.40GHz,6640,2013,44.28,LGA 2011,4666.444,6,12
Intel,Intel Xeon E5-2630L v3 @ 1.80GHz,8630,1706,57.55,LGA 2011-3,4666.444,8,16
Intel,Intel Xeon E5-2630L v4 @ 1.80GHz,9966,1579,117.25,LGA 2011-3,2645.2,10,20
Intel,Intel Xeon E5-2637 @ 3.00GHz,2978,3036,37.69,LGA 2011,2458.48,2,4
Intel,Intel Xeon E5-2637 v2 @ 3.50GHz,6453,2052,49.66,LGA 2011,4044.044,4,8
Intel,Intel Xeon E5-2637 v3 @ 3.50GHz,7251,1898,31.53,LGA 2011-3,7156.044,4,8
Intel,Intel Xeon E5-2637 v4 @ 3.50GHz,7463,1860,99.37,LGA 2011-3,2337.112,4,8
Intel,Intel Xeon E5-2640 @ 2.50GHz,6285,2090,48.36,LGA 2011,4044.044,6,12
Intel,Intel Xeon E5-2640 v2 @ 2.00GHz,7632,1838,117.42,LGA 2011,2022.8,8,16
Intel,Intel Xeon E5-2640 v3 @ 2.60GHz,11004,1500,57.93,LGA 2011-3,5911.244,8,16
Intel,Intel Xeon E5-2640 v4 @ 2.40GHz,12466,1396,312.42,LGA 2011-3,1241.688,10,20
Intel,Intel Xeon E5-2643 @ 3.30GHz,5228,2338,249.29,LGA 2011,652.5864,4,8
Intel,Intel Xeon E5-2643 v2 @ 3.50GHz,9186,1660,46.17,LGA 2011,6191.324,6,12
Intel,Intel Xeon E5-2643 v3 @ 3.40GHz,10175,1561,44.25,LGA 2011-3,7156.044,6,12
Intel,Intel Xeon E5-2643 v4 @ 3.40GHz,11031,1498,19.87,LGA 2011-3,17274.712,6,12
Intel,Intel Xeon E5-2648L v2 @ 1.90GHz,8828,1693,9.34,LGA 2011,29408.4,10,20
Intel,Intel Xeon E5-2648L v3 @ 1.80GHz,9847,1590,16.4,LGA 2011-3,18688.4936,12,24
Intel,Intel Xeon E5-2650 @ 2.00GHz,7356,1881,142.86,LGA 2011,1602.3688,8,16
Intel,Intel Xeon E5-2650 v2 @ 2.60GHz,9778,1598,75.25,LGA 2011,4044.044,8,16
Intel,Intel Xeon E5-2650 v4 @ 2.20GHz,13236,1337,441.35,LGA 2011-3,933.2888,12,24
Intel,Intel Xeon E5-2650L @ 1.80GHz,6055,2135,46.6,LGA 2011,4044.044,8,16
Intel,Intel Xeon E5-2650L v2 @ 1.70GHz,7612,1839,195.17,LGA 2011,1213.68,10,20
Intel,Intel Xeon E5-2650L v4 @ 1.70GHz,12753,1378,55.46,LGA 2011-3,7156.044,14,28
Intel,Intel Xeon E5-2651 v2 @ 1.80GHz,9631,1611,34.63,LGA 2011,8654.472,12,24
Intel,Intel Xeon E5-2658 @ 2.10GHz,6232,2098,47.95,LGA 2011,4044.044,8,16
Intel,Intel Xeon E5-2658 v2 @ 2.40GHz,10559,1531,76.52,LGA 2011,4294.2488,10,20
Intel,Intel Xeon E5-2658 v4 @ 2.30GHz,14434,1246,577.58,LGA 2011-3,777.6888,14,28
Intel,Intel Xeon E5-2660 @ 2.20GHz,8074,1775,124.31,LGA 2011,2021.244,8,16
Intel,Intel Xeon E5-2660 v2 @ 2.20GHz,10355,1547,79.69,LGA 2011,4044.044,10,20
Intel,Intel Xeon E5-2660 v4 @ 2.00GHz,15526,1182,316.86,LGA 2011-3,1524.88,14,28
Intel,Intel Xeon E5-2665 @ 2.40GHz,8294,1743,8.48,LGA 2011,30435.36,8,16
Intel,Intel Xeon E5-2667 @ 2.90GHz,7462,1862,10.91,LGA 2011,21286.08,6,12
Intel,Intel Xeon E5-2667 v2 @ 3.30GHz,12165,1413,48.67,LGA 2011,7778.444,8,16
Intel,Intel Xeon E5-2667 v3 @ 3.20GHz,12399,1402,41.47,LGA 2011-3,9303.324,8,16
Intel,Intel Xeon E5-2667 v4 @ 3.20GHz,13779,1304,23.8,LGA 2011-3,18018.48,8,16
Intel,Intel Xeon E5-2670 v2 @ 2.50GHz,11272,1482,59.34,LGA 2011,5911.244,10,20
Intel,Intel Xeon E5-2670 v3 @ 2.30GHz,13471,1328,122.52,LGA 2011-3,3421.644,12,24
Intel,Intel Xeon E5-2673 v3 @ 2.40GHz,13648,1312,19.5,LGA 2011-3,21784,12,24
Intel,Intel Xeon E5-2673 v4 @ 2.30GHz,21124,859,237.34,LGA 2011-3,2769.68,20,40
Intel,Intel Xeon E5-2678 v3 @ 2.50GHz,14659,1231,138.05,LGA 2011-3,3304.6328,12,24
Intel,Intel Xeon E5-2680 v2 @ 2.80GHz,12695,1383,84.66,LGA 2011,4666.444,10,20
Intel,Intel Xeon E5-2680 v3 @ 2.50GHz,14834,1220,69.82,LGA 2011-3,6611.1328,12,24
Intel,Intel Xeon E5-2680 v4 @ 2.40GHz,17229,1094,81.29,LGA 2011-3,6595.884,14,28
Intel,Intel Xeon E5-2683 v3 @ 2.00GHz,14778,1223,77.8,LGA 2011-3,5911.244,14,28
Intel,Intel Xeon E5-2683 v4 @ 2.10GHz,17444,1081,52.87,LGA 2011-3,10268.044,16,32
Intel,Intel Xeon E5-2687W @ 3.10GHz,10021,1571,47.73,LGA 2011,6533.644,8,16
Intel,Intel Xeon E5-2687W v3 @ 3.10GHz,14549,1238,19.4,LGA 2011-3,23338.444,10,20
Intel,Intel Xeon E5-2687W v4 @ 3.00GHz,17738,1062,24.66,LGA 2011-3,22389.284,12,24
Intel,Intel Xeon E5-2689 @ 2.60GHz,9463,1621,51.78,LGA 2011,5687.18,8,16
Intel,Intel Xeon E5-2690 v2 @ 3.00GHz,13337,1329,67.04,LGA 2011,6191.324,10,20
Intel,Intel Xeon E5-2695 v2 @ 2.40GHz,13322,1331,193.07,LGA 2011,2147.28,12,24
Intel,Intel Xeon E5-2695 v3 @ 2.30GHz,16542,1126,48.66,LGA 2011-3,10579.244,14,28
Intel,Intel Xeon E5-2696 v3 @ 2.30GHz,21391,843,39.11,LGA 2011-3,17022.3288,18,36
Intel,Intel Xeon E5-2696 v4 @ 2.20GHz,24529,697,83.15,LGA 2011-3,9180.4,22,44
Intel,Intel Xeon E5-2697 v2 @ 2.70GHz,14251,1257,73.67,LGA 2011,6019.8528,12,24
Intel,Intel Xeon E5-2698 v4 @ 2.20GHz,22645,778,24.92,LGA 2011-3,28278.744,20,40
Intel,Intel Xeon E5-2699 v3 @ 2.30GHz,20030,927,37.8,LGA 2011-3,16492.044,18,36
Intel,Intel Xeon E5-4603 @ 2.00GHz,3391,2837,7.55,LGA 2011,13972.88,4,4
Intel,Intel Xeon E5-4607 v2 @ 2.60GHz,6986,1952,95.96,LGA 2011,2265.536,6,6
Intel,Intel Xeon E5-4610 @ 2.40GHz,6460,2051,30.58,LGA 2011,6573.4776,6,12
Intel,Intel Xeon E5-4617 @ 2.90GHz,6298,2089,175.52,LGA 2011,1116.5856,6,6
Intel,Intel Xeon E5-4620 @ 2.20GHz,6635,2014,112.89,LGA 2011,1828.9224,8,16
Intel,Intel Xeon E5-4620 v2 @ 2.60GHz,9424,1628,103.56,LGA 2011,2831.92,8,16
Intel,Intel Xeon E5-4620 v3 @ 2.00GHz,10525,1534,521.58,LGA 2011-3,628.0016,10,20
Intel,Intel Xeon E5-4627 v2 @ 3.30GHz,9425,1627,18.89,LGA 2011,15527.324,8,8
Intel,Intel Xeon E5-4627 v4 @ 2.60GHz,12969,1365,12.97,LGA 2011-3,31119.6888,10,10
Intel,Intel Xeon E5-4650 @ 2.70GHz,8612,1708,615.58,LGA 2011,435.3688,8,16
Intel,Intel Xeon E5-4650 v2 @ 2.40GHz,10946,1507,43.79,LGA 2011,7778.444,10,20
Intel,Intel Xeon E5-4650 v4 @ 2.20GHz,16225,1145,165.56,LGA 2011-3,3049.76,14,28
Intel,Intel Xeon E5-4657L v2 @ 2.40GHz,11613,1458,15.46,LGA 2011,23377.0328,12,24
Intel,Intel Xeon E7-8880 v3 @ 2.30GHz,18244,1026,137.17,LGA 2011-3,4138.96,18,36
Intel,Intel Xeon Gold 5115 @ 2.40GHz,15085,1211,43.19,LGA 3647,10870.5272,10,20
Intel,Intel Xeon Gold 5118 @ 2.30GHz,16699,1122,37.2,LGA 3647,13971.324,12,24
Intel,Intel Xeon Gold 5122 @ 3.60GHz,8875,1689,27.04,LGA 3647,10216.0736,4,8
Intel,Intel Xeon Gold 5215 @ 2.50GHz,15813,1171,15.83,LGA 3647,31087.324,10,20
Intel,Intel Xeon Gold 5217 @ 3.00GHz,15429,1186,15.44,LGA 3647,31087.324,8,16
Intel,Intel Xeon Gold 5218R @ 2.10GHz,25000,677,38.95,LGA 3647,19975.928,20,40
Intel,Intel Xeon Gold 5220 @ 2.20GHz,24480,701,40.87,LGA 3647,18640.88,18,36
Intel,Intel Xeon Gold 5222 @ 3.80GHz,9355,1642,15.62,LGA 3647,18639.324,4,8
Intel,Intel Xeon Gold 5416S,35515,392,37.62,LGA 4677,29377.28,16,32
Intel,Intel Xeon Gold 6126 @ 2.60GHz,17492,1075,118.99,LGA 3647,4574.64,12,24
Intel,Intel Xeon Gold 6128 @ 3.40GHz,12887,1370,61.16,LGA 3647,6556.6728,6,12
Intel,Intel Xeon Gold 6130 @ 2.10GHz,21253,850,22.4,LGA 3647,29532.88,16,32
Intel,Intel Xeon Gold 6132 @ 2.60GHz,22480,787,345.84,LGA 3647,2022.8,14,28
Intel,Intel Xeon Gold 6134 @ 3.20GHz,16522,1127,41.19,LGA 3647,12484.0992,8,16
Intel,Intel Xeon Gold 6136 @ 3.00GHz,21015,865,28.02,LGA 3647,23338.1328,12,24
Intel,Intel Xeon Gold 6138 @ 2.00GHz,23730,733,110.07,LGA 3647,6709.472,20,40
Intel,Intel Xeon Gold 6140 @ 2.30GHz,24187,715,59.47,LGA 3647,12657.7488,18,36
Intel,Intel Xeon Gold 6142 @ 2.60GHz,25218,670,62.01,LGA 3647,12656.1928,16,32
Intel,Intel Xeon Gold 6144 @ 3.50GHz,18040,1044,36.53,LGA 3647,15368.9232,8,16
Intel,Intel Xeon Gold 6146 @ 3.20GHz,22415,789,30.71,LGA 3647,22716.044,12,24
Intel,Intel Xeon Gold 6148 @ 2.40GHz,29037,541,100.13,LGA 3647,9024.8,20,40
Intel,Intel Xeon Gold 6150 @ 2.70GHz,26754,616,136.5,LGA 3647,6099.52,18,36
Intel,Intel Xeon Gold 6152 @ 2.10GHz,24572,695,46.17,LGA 3647,16560.508,22,44
Intel,Intel Xeon Gold 6154 @ 3.00GHz,27438,598,70.36,LGA 3647,12135.244,18,36
Intel,Intel Xeon Gold 6208U @ 2.90GHz,24480,702,25.77,LGA 3647,29564,16,32
Intel,Intel Xeon Gold 6210U @ 2.50GHz,28861,546,30.99,LGA 3647,28978.944,20,40
Intel,Intel Xeon Gold 6226 @ 2.70GHz,20619,888,41.32,LGA 3647,15527.324,12,24
Intel,Intel Xeon Gold 6226R @ 2.90GHz,26355,631,26.56,LGA 3647,30879.1312,16,32
Intel,Intel Xeon Gold 6230 @ 2.10GHz,25956,645,103.83,LGA 3647,7779.6888,20,40
Intel,Intel Xeon Gold 6230R @ 2.10GHz,32591,446,55.02,LGA 3647,18433.932,26,52
Intel,Intel Xeon Gold 6234 @ 3.30GHz,17274,1093,49.35,LGA 3647,10892,8,16
Intel,Intel Xeon Gold 6238 @ 2.10GHz,29118,538,45.36,LGA 3647,19975.6168,22,44
Intel,Intel Xeon Gold 6238R @ 2.20GHz,34751,402,44.1,LGA 3647,24522.8712,28,56
Intel,Intel Xeon Gold 6240 @ 2.60GHz,26406,628,60.68,LGA 3647,13541.868,18,36
Intel,Intel Xeon Gold 6240R @ 2.40GHz,33353,430,46.28,LGA 3647,22429.1176,24,48
Intel,Intel Xeon Gold 6242 @ 2.80GHz,24303,711,39.45,LGA 3647,19169.92,16,32
Intel,Intel Xeon Gold 6242R @ 3.10GHz,36011,387,46.2,LGA 3647,24258.9736,24,48
Intel,Intel Xeon Gold 6246R @ 3.40GHz,30468,498,34.27,LGA 3647,27665.68,16,32
Intel,Intel Xeon Gold 6248 @ 2.50GHz,29530,524,178.97,LGA 3647,5134.8,20,40
Intel,Intel Xeon Gold 6254 @ 3.10GHz,32413,453,36.06,LGA 3647,27975.324,18,36
Intel,Intel Xeon Silver 4108 @ 1.80GHz,9209,1656,16.03,LGA 3647,17876.884,8,16
Intel,Intel Xeon Silver 4109T @ 2.00GHz,10348,1549,24.35,LGA 3647,13226,8,16
Intel,Intel Xeon Silver 4110 @ 2.10GHz,10312,1553,13.84,LGA 3647,23182.844,8,16
Intel,Intel Xeon Silver 4112 @ 2.60GHz,6545,2033,28.41,LGA 3647,7170.048,4,8
Intel,Intel Xeon Silver 4114 @ 2.20GHz,13131,1350,22.7,LGA 3647,18001.364,10,20
Intel,Intel Xeon Silver 4116 @ 2.10GHz,14908,1216,621.42,LGA 3647,746.5688,12,24
Intel,Intel Xeon Silver 4208 @ 2.10GHz,11000,1501,19.15,LGA 3647,17876.884,8,16
Intel,Intel Xeon Silver 4209T @ 2.20GHz,11080,1493,17.07,LGA 3647,20204.66,8,16
Intel,Intel Xeon Silver 4210 @ 2.20GHz,13575,1317,22.72,LGA 3647,18592.644,10,20
Intel,Intel Xeon Silver 4210R @ 2.40GHz,15120,1207,18.1,LGA 3647,26002.6272,10,20
Intel,Intel Xeon Silver 4214R @ 2.40GHz,17489,1076,33.96,LGA 3647,16024.6216,12,24
Intel,Intel Xeon Silver 4214Y @ 2.20GHz,16442,1132,21.92,LGA 3647,23340,12,24
Intel,Intel Xeon Silver 4215 @ 2.50GHz,13326,1330,24.5,LGA 3647,16924.3008,8,16
Intel,Intel Xeon Silver 4215R @ 3.20GHz,14683,1228,18.38,LGA 3647,24863.324,8,16
Intel,Intel Xeon Silver 4216 @ 2.10GHz,21074,861,24.1,LGA 3647,27212.884,16,32
Intel,Intel Xeon Silver 4310 @ 2.10GHz,21903,817,32.03,LGA 4189,21278.9224,12,24
Intel,Intel Xeon Silver 4310T @ 2.30GHz,20641,885,20.66,LGA 4189,31087.324,10,20
Intel,Intel Xeon Silver 4410T,27245,604,34.1,LGA 4677,24863.324,10,20
Intel,Intel Xeon Silver 4410Y,24966,680,44.34,LGA 4677,17520.56,12,24
Intel,Intel Xeon Silver 4510,32282,455,57.34,LGA 4677,17520.56,12,24
Intel,Intel Xeon Silver 4510T,29119,537,46.67,LGA 4677,19418.88,12,24
Intel,Intel Xeon W-10855M @ 2.80GHz,12225,1410,27.17,LGA 4677,14004,6,12
Intel,Intel Xeon W-10885M @ 2.40GHz,15543,1181,24.95,LGA 4677,19387.76,8,16
Intel,Intel Xeon W-11155MLE @ 1.80GHz,8502,1726,35.13,LGA 4677,7531.04,4,8
Intel,Intel Xeon W-11555MLE @ 1.90GHz,11488,1467,33.01,LGA 4677,10829.76,6,12
Intel,Intel Xeon W-11555MRE @ 2.60GHz,17484,1078,53.63,LGA 4677,10145.12,6,12
Intel,Intel Xeon W-11855M @ 3.20GHz,17393,1086,38.65,LGA 4677,14004,6,12
Intel,Intel Xeon W-11865MLE @ 1.50GHz,15917,1165,34.08,LGA 4677,14533.04,8,16
Intel,Intel Xeon W-11865MRE @ 2.60GHz,17655,1067,36.78,LGA 4677,14937.6,8,16
Intel,Intel Xeon W-11955M @ 2.60GHz,21556,835,34.6,LGA 4677,19387.76,8,16
Intel,Intel Xeon W-1250 @ 3.30GHz,13658,1311,40.96,LGA 4677,10377.8976,6,12
Intel,Intel Xeon W-1250E @ 3.50GHz,12566,1390,48.33,LGA 4677,8091.2,6,12
Intel,Intel Xeon W-1250P @ 4.10GHz,14383,1250,44.74,LGA 4677,10005.08,6,12
Intel,Intel Xeon W-1250TE @ 2.40GHz,8954,1683,31.31,LGA 4677,8900.32,6,12
Intel,Intel Xeon W-1270 @ 3.40GHz,17509,1074,48.37,LGA 4677,11265.44,8,16
Intel,Intel Xeon W-1270E @ 3.40GHz,18635,999,50.78,LGA 4677,11421.04,8,16
Intel,Intel Xeon W-1270P @ 3.80GHz,18331,1022,38.96,LGA 4677,14642.5824,8,16
Intel,Intel Xeon W-1270TE @ 2.00GHz,13553,1321,36.93,LGA 4677,11421.04,8,16
Intel,Intel Xeon W-1290 @ 3.20GHz,19934,933,33.86,LGA 4677,18319.4104,10,20
Intel,Intel Xeon W-1290E @ 3.50GHz,19424,963,38.85,LGA 4677,15560,10,20
Intel,Intel Xeon W-1290P @ 3.70GHz,22363,792,34.44,LGA 4677,20209.328,10,20
Intel,Intel Xeon W-1290T @ 1.90GHz,18409,1013,37.27,LGA 4677,15373.28,10,20
Intel,Intel Xeon W-1290TE @ 1.80GHz,14501,1240,26.27,LGA 4677,17178.24,10,20
Intel,Intel Xeon W-1350 @ 3.30GHz,18749,997,55.8,LGA 4677,10456.0088,6,12
Intel,Intel Xeon W-1350P @ 4.00GHz,19611,948,52.69,LGA 4677,11583.7976,6,12
Intel,Intel Xeon W-1370 @ 2.90GHz,22948,760,48.93,LGA 4677,14594.9688,8,16
Intel,Intel Xeon W-1370P @ 3.60GHz,23510,740,46.19,LGA 4677,15839.7688,8,16
Intel,Intel Xeon W-1390 @ 2.80GHz,23427,747,40.81,LGA 4677,17862.5688,8,16
Intel,Intel Xeon W-2102 @ 2.90GHz,5139,2357,17.91,LGA 2066 / 3647,8931.1288,4,4
Intel,Intel Xeon W-2104 @ 3.20GHz,5524,2258,21.66,LGA 2066 / 3647,7935.6,4,4
Intel,Intel Xeon W-2123 @ 3.60GHz,8521,1720,19.95,LGA 2066 / 3647,13291.6632,4,8
Intel,Intel Xeon W-2125 @ 4.00GHz,9975,1576,23.2,LGA 2066 / 3647,13380.044,4,8
Intel,Intel Xeon W-2133 @ 3.60GHz,12601,1388,20.42,LGA 2066 / 3647,19201.04,6,12
Intel,Intel Xeon W-2175 @ 2.50GHz,23507,741,54.41,LGA 2066 / 3647,13443.84,14,28
Intel,Intel Xeon W-2223 @ 3.60GHz,8606,1710,21.57,LGA 2066 / 3647,12415.324,4,8
Intel,Intel Xeon W-2225 @ 4.10GHz,10417,1540,22.07,LGA 2066 / 3647,14690.196,4,8
Intel,Intel Xeon W-2235 @ 3.80GHz,14191,1264,21.28,LGA 2066 / 3647,20756.7288,6,12
Intel,Intel Xeon W-2245 @ 3.90GHz,19415,965,27.74,LGA 2066 / 3647,21784,8,16
Intel,Intel Xeon W-2255 @ 3.70GHz,22548,784,42.95,LGA 2066 / 3647,16338,10,20
Intel,Intel Xeon W-2265 @ 3.50GHz,25738,652,38.82,LGA 2066 / 3647,20632.56,12,24
Intel,Intel Xeon W-2275 @ 3.30GHz,27833,580,33.14,LGA 2066 / 3647,26140.8,14,28
Intel,Intel Xeon W-3223 @ 3.50GHz,16942,1109,20.65,LGA 2066 / 3647,25535.516,8,16
Intel,Intel Xeon W-3323 @ 3.50GHz,27822,581,29.32,LGA 4677,29532.88,12,24
Intel,Intel Xeon w3-2425,18932,984,35.79,LGA 4677,16462.48,6,12
Intel,Intel Xeon w3-2435,26006,644,38.87,LGA 4677,20819.28,8,16
Intel,Intel Xeon w3-2525,28561,552,46.9,LGA 4677,18952.08,8,16
Intel,Intel Xeon w5-2445,32194,456,38.37,LGA 4677,26109.68,10,20
Intel,Intel Xeon w5-2545,40841,324,45.94,LGA 4677,27665.68,12,24
AMD,AMD Athlon 200GE,4099,2591,33.09,AM4,3855.4568,2,4
AMD,AMD Athlon 2200+,236,5519,3.41,AM4,2155.06,1,1
AMD,AMD Athlon 220GE,4444,2500,36.39,AM4,3799.752,2,4
AMD,AMD Athlon 240GE,4566,2477,46.47,AM4,3058.1624,2,4
AMD,AMD Athlon 2500+,243,5497,3.25,AM4,2333.6888,1,1
AMD,AMD Athlon 2600+,289,5412,3.04,AM4,2954.844,1,1
AMD,AMD Athlon 2650e,274,5440,14.43,AM4,591.28,1,1
AMD,AMD Athlon 2800+,291,5409,2.65,AM4,3421.644,1,1
AMD,AMD Athlon 3000G,4442,2501,63.68,AM4,2170.9312,2,4
AMD,AMD Athlon 3200+,298,5398,2.68,AM4,3462.1,1,1
AMD,AMD Athlon 4,182,5632,2.27,AM4,2489.2888,1,1
AMD,AMD Athlon 5000 Dual-Core,872,4621,7.94,AM4,3421.644,2,2
AMD,AMD Athlon 5150 APU,1417,4058,11.76,AM4,3748.404,4,4
AMD,AMD Athlon 5200 Dual-Core,869,4624,16.4,AM4,1649.9824,2,2
AMD,AMD Athlon 5350 APU,1797,3760,12.16,AM4,4600.4696,4,4
AMD,AMD Athlon 5370 APU,1918,3657,3.2,AM4,18630.9216,4,4
AMD,AMD Athlon 7550 Dual-Core,977,4495,65.37,AM4,465.244,2,2
AMD,AMD Athlon 7750 Dual-Core,997,4471,12.46,AM4,2489.2888,2,2
AMD,AMD Athlon 7850 Dual-Core,1058,4405,17.35,AM4,1898.32,2,2
AMD,AMD Athlon Dual Core 4450B,723,4806,23.31,AM4,964.72,2,2
AMD,AMD Athlon Dual Core 4450e,710,4821,49.03,AM4,450.6176,2,2
AMD,AMD Athlon Dual Core 4850e,799,4701,20.48,AM4,1213.68,2,2
AMD,AMD Athlon Dual Core 5000B,856,4635,9.02,AM4,2956.4,2,2
AMD,AMD Athlon Dual Core 5050e,846,4649,14.1,AM4,1867.2,2,2
AMD,AMD Athlon LE-1600,412,5199,19.63,AM4,653.52,1,1
AMD,AMD Athlon LE-1620,421,5181,23.4,AM4,560.16,1,1
AMD,AMD Athlon MP,150,5696,12,AM4,388.6888,1,1
AMD,AMD Athlon X3 435,1781,3775,18.65,AM4,2971.6488,3,3
AMD,AMD Athlon X3 440,1438,4034,16.35,AM4,2738.2488,3,3
AMD,AMD Athlon XP 1700+,176,5645,3.44,AM4,1594.9,1,1
AMD,AMD Athlon XP 1800+,195,5588,3.83,AM4,1585.564,1,1
AMD,AMD Athlon XP 1900+,203,5575,4.44,AM4,1425.296,1,1
AMD,AMD Athlon XP 2000+,195,5589,3.31,AM4,1835.7688,1,1
AMD,AMD Athlon XP 2100+,210,5560,3.3,AM4,1983.9,1,1
AMD,AMD Athlon XP 2200+,214,5557,2.52,AM4,2643.644,1,1
