brand_cpu,name_cpu,benchmark_cpu,rank_cpu,value_cpu,socket_cpu,price_cpu,core_count,thread_count
Intel,Intel Core i7-13700F,38017,362,94.67,LGA 1700,12497.1696,16,24
Intel,Intel Core i7-13700K,45744,278,83.32,LGA 1700,17084.88,16,24
Intel,Intel Core i7-13700KF,45649,281,116.57,LGA 1700,12186.592,16,24
Intel,Intel Core i7-13700T,27851,578,72.53,LGA 1700,11950.08,16,24
Intel,Intel Core i7-13700TE,21802,823,55.9,LGA 1700,12136.8,16,24
Intel,Intel Core i7-13790F,42202,310,134.09,LGA 1700,9794.7088,16,24
Intel,Intel Core i7-13800HRE,19884,938,40.09,LGA 1700,15435.52,14,20
Intel,Intel Core i7-14700,40794,327,110.16,LGA 1700,11524.3584,20,28
Intel,Intel Core i7-14700F,41440,318,121.9,LGA 1700,10578.9328,20,28
Intel,Intel Core i7-14700K,52121,223,142.02,LGA 1700,11420.7288,20,28
Intel,Intel Core i7-14700KF,52187,222,149.11,LGA 1700,10891.6888,20,28
Intel,Intel Core i7-14700T,31285,474,81.47,LGA 1700,11950.08,20,28
Intel,Intel Core i7-14701E,26021,643,66.38,LGA 1700,12199.04,20,28
Intel,Intel Core i7-14701TE,26039,642,66.43,LGA 1700,12199.04,20,28
Intel,Intel Core i7-2600 @ 3.40GHz,5344,2302,69.07,LGA 1155,2407.7544,4,8
Intel,Intel Core i7-2600K @ 3.40GHz,5480,2272,46.24,LGA 1155,3688.3424,4,8
Intel,Intel Core i7-2600S @ 2.80GHz,4645,2456,32.14,LGA 1155,4497.1512,4,8
Intel,Intel Core i7-2630QM @ 2.00GHz,3553,2769,18.71,LGA 1155,5911.244,4,8
Intel,Intel Core i7-2670QM @ 2.20GHz,3734,2711,47.86,LGA 1155,2427.9824,4,8
Intel,Intel Core i7-2700K @ 3.50GHz,5694,2214,64.66,LGA 1155,2740.4272,4,8
Intel,Intel Core i7-2720QM @ 2.20GHz,4020,2616,47.29,LGA 1155,2645.2,4,8
Intel,Intel Core i7-2760QM @ 2.40GHz,4297,2538,35.22,LGA 1155,3797.2624,4,8
Intel,Intel Core i7-2820QM @ 2.30GHz,4355,2527,11.77,LGA 1155,11512.844,4,8
Intel,Intel Core i7-2860QM @ 2.50GHz,4580,2472,45.8,LGA 1155,3112,4,8
Intel,Intel Core i7-2920XM @ 2.50GHz,4318,2535,35.99,LGA 1155,3734.4,4,8
Intel,Intel Core i7-2960XM @ 2.70GHz,4646,2455,16.68,LGA 1155,8667.5424,4,8
Intel,Intel Core i7-3610QM @ 2.30GHz,5142,2356,17.14,LGA 1155,9334.444,4,8
Intel,Intel Core i7-3630QM @ 2.40GHz,5128,2359,22.3,LGA 1155,7156.044,4,8
Intel,Intel Core i7-3632QM @ 2.20GHz,4746,2432,27.93,LGA 1155,5288.844,4,8
Intel,Intel Core i7-3720QM @ 2.60GHz,5579,2243,55.81,LGA 1155,3110.444,4,8
Intel,Intel Core i7-3740QM @ 2.70GHz,5708,2210,26.73,LGA 1155,6644.7424,4,8
Intel,Intel Core i7-3770 @ 3.40GHz,6413,2059,108.7,LGA 1155,1836.08,4,8
Intel,Intel Core i7-3770K @ 3.50GHz,6507,2040,61.98,LGA 1155,3267.2888,4,8
Intel,Intel Core i7-3770S @ 3.10GHz,6172,2110,42.87,LGA 1155,4480.6576,4,8
Intel,Intel Core i7-3770T @ 2.50GHz,5416,2286,34.59,LGA 1155,4873.0808,4,8
Intel,Intel Core i7-3820 @ 3.60GHz,5789,2190,16.55,LGA 1155,10888.2656,4,8
Intel,Intel Core i7-3820QM @ 2.70GHz,5620,2230,10.24,LGA 1155,17084.88,4,8
Intel,Intel Core i7-3840QM @ 2.80GHz,5834,2178,10.63,LGA 1155,17080.8344,4,8
Intel,Intel Core i7-3930K @ 3.20GHz,8199,1759,13.27,LGA 1155,19224.0688,6,12
Intel,Intel Core i7-3940XM @ 3.00GHz,6012,2150,17.48,LGA 1155,10706.5248,4,8
Intel,Intel Core i7-3960X @ 3.30GHz,8409,1732,35.42,LGA 1155,7388.1992,6,12
Intel,Intel Core i7-3970X @ 3.50GHz,8603,1712,49.16,LGA 1155,5446,6,12
Intel,Intel Core i7-4700HQ @ 2.40GHz,5583,2241,14.58,LGA 1150,11918.96,4,8
Intel,Intel Core i7-4700MQ @ 2.40GHz,5356,2297,28.48,LGA 1150,5851.1824,4,8
Intel,Intel Core i7-4702MQ @ 2.20GHz,5177,2347,14.71,LGA 1150,10955.796,4,8
Intel,Intel Core i7-4710HQ @ 2.50GHz,5544,2253,14.67,LGA 1150,11763.36,4,8
Intel,Intel Core i7-4710MQ @ 2.50GHz,5799,2187,21.35,LGA 1150,8451.2584,4,8
Intel,Intel Core i7-4712HQ @ 2.30GHz,5336,2304,133.43,LGA 1150,1244.4888,4,8
Intel,Intel Core i7-4765T @ 2.00GHz,5032,2380,10.09,LGA 1150,15527.324,4,8
Intel,Intel Core i7-4770 @ 3.40GHz,7064,1931,79.45,LGA 1150,2767.1904,4,8
Intel,Intel Core i7-4770K @ 3.50GHz,7145,1920,72.17,LGA 1150,3080.88,4,8
Intel,Intel Core i7-4770S @ 3.10GHz,6729,1999,41.32,LGA 1150,5068.2032,4,8
Intel,Intel Core i7-4770T @ 2.50GHz,5798,2189,77.31,LGA 1150,2333.6888,4,8
Intel,Intel Core i7-4771 @ 3.50GHz,7144,1921,27.86,LGA 1150,7980.1016,4,8
Intel,Intel Core i7-4790 @ 3.60GHz,7259,1896,76.41,LGA 1150,2956.4,4,8
Intel,Intel Core i7-4790K @ 4.00GHz,8062,1777,71.51,LGA 1150,3508.1576,4,8
Intel,Intel Core i7-4790S @ 3.20GHz,6972,1954,51.08,LGA 1150,4246.9464,4,8
Intel,Intel Core i7-4790T @ 2.70GHz,6303,2086,25.22,LGA 1150,7776.2656,4,8
Intel,Intel Core i7-4800MQ @ 2.70GHz,5779,2193,41.87,LGA 1150,4295.1824,4,8
Intel,Intel Core i7-4810MQ @ 2.80GHz,6044,2139,40.31,LGA 1150,4666.444,4,8
Intel,Intel Core i7-4820K @ 3.70GHz,6517,2038,32.6,LGA 1150,6220.2656,4,8
Intel,Intel Core i7-4850HQ @ 2.30GHz,6145,2116,14.16,LGA 1150,13506.08,4,8
Intel,Intel Core i7-4900MQ @ 2.80GHz,6200,2102,31,LGA 1150,6224,4,8
Intel,Intel Core i7-4910MQ @ 2.90GHz,6281,2091,10.56,LGA 1150,18514.5328,4,8
Intel,Intel Core i7-4930K @ 3.40GHz,9382,1634,94.15,LGA 1150,3100.7968,6,12
Intel,Intel Core i7-4940MX @ 3.10GHz,6783,1986,9.69,LGA 1150,21782.444,4,8
Intel,Intel Core i7-4960HQ @ 2.60GHz,6368,2069,10.22,LGA 1150,19387.76,4,8
Intel,Intel Core i7-4960X @ 3.60GHz,9933,1584,44.67,LGA 1150,6920.1544,6,12
Intel,Intel Core i7-6700 @ 3.40GHz,8038,1783,77.87,LGA 1151,3212.5176,4,8
Intel,Intel Core i7-6700HQ @ 2.60GHz,6520,2037,17.25,LGA 1151,11763.36,4,8
Intel,Intel Core i7-6700K @ 4.00GHz,8938,1684,83.67,LGA 1151,3324.5496,4,8
Intel,Intel Core i7-6700T @ 2.80GHz,6990,1951,70.61,LGA 1151,3080.88,4,8
Intel,Intel Core i7-6770HQ @ 2.60GHz,7019,1942,11.34,LGA 1151,19263.28,4,8
Intel,Intel Core i7-6800K @ 3.40GHz,10715,1523,130.75,LGA 1151,2550.284,6,12
Intel,Intel Core i7-6850K @ 3.60GHz,11368,1474,158.97,LGA 1151,2225.3912,6,12
Intel,Intel Core i7-6900K @ 3.20GHz,14649,1233,147.97,LGA 1151,3080.88,8,16
Intel,Intel Core i7-6920HQ @ 2.90GHz,7269,1893,12.8,LGA 1151,17676.16,4,8
Intel,Intel Core i7-6950X @ 3.00GHz,17586,1070,103.95,LGA 1151,5264.8816,10,20
Intel,Intel Core i7-7700 @ 3.60GHz,8642,1704,67.74,LGA 1151,3969.9784,4,8
Intel,Intel Core i7-7700HQ @ 2.80GHz,6884,1970,18.21,LGA 1151,11763.36,4,8
Intel,Intel Core i7-7700K @ 4.20GHz,9633,1610,50.97,LGA 1151,5881.68,4,8
Intel,Intel Core i7-7700T @ 2.90GHz,7523,1853,54.12,LGA 1151,4325.68,4,8
Intel,Intel Core i7-7740X @ 4.30GHz,9689,1606,80.47,LGA 1151,3746.848,4,8
Intel,Intel Core i7-7800X @ 3.50GHz,12987,1364,171.05,LGA 1151,2362.9416,6,12
Intel,Intel Core i7-7820EQ @ 3.00GHz,7061,1933,18.68,LGA 1151,11763.36,4,8
Intel,Intel Core i7-7820HQ @ 2.90GHz,7160,1916,18.94,LGA 1151,11763.36,4,8
Intel,Intel Core i7-7820X @ 3.60GHz,17195,1096,86.8,LGA 1151,6164.5608,8,16
Intel,Intel Core i7-7920HQ @ 3.10GHz,7307,1887,12.86,LGA 1151,17676.16,4,8
Intel,Intel Core i7-8086K @ 4.00GHz,14070,1277,54.32,LGA 1151v2,8060.08,6,12
Intel,Intel Core i7-860 @ 2.80GHz,3021,3008,23.24,LGA 1156,4044.044,4,8
Intel,Intel Core i7-8665UE @ 1.70GHz,4852,2413,11.86,LGA 1151v2,12728.08,4,8
Intel,Intel Core i7-870 @ 2.93GHz,3167,2940,24.36,LGA 1156,4045.6,4,8
Intel,Intel Core i7-8700 @ 3.20GHz,12746,1379,93.6,LGA 1151v2,4237.6104,6,12
Intel,Intel Core i7-8700B @ 3.20GHz,11782,1439,38.88,LGA 1151v2,9429.36,6,12
Intel,Intel Core i7-8700K @ 3.70GHz,13572,1318,84.52,LGA 1151v2,4996.9384,6,12
Intel,Intel Core i7-8700T @ 2.40GHz,10226,1560,39.2,LGA 1151v2,8117.9632,6,12
Intel,Intel Core i7-880 @ 3.07GHz,3429,2816,48.99,LGA 1156,2178.0888,4,8
Intel,Intel Core i7-920 @ 2.67GHz,2869,3081,35.86,LGA 1156,2489.6,4,8
Intel,Intel Core i7-930 @ 2.80GHz,3005,3018,13.98,LGA 1156,6690.8,4,8
Intel,Intel Core i7-940 @ 2.93GHz,3050,2998,8.77,LGA 1156,10829.76,4,8
Intel,Intel Core i7-950 @ 3.07GHz,3257,2893,38.71,LGA 1156,2618.748,4,8
Intel,Intel Core i7-960 @ 3.20GHz,3394,2834,16.97,LGA 1156,6224,4,8
Intel,Intel Core i7-965 @ 3.20GHz,3375,2845,22.51,LGA 1156,4666.444,4,8
Intel,Intel Core i7-970 @ 3.20GHz,6559,2027,12.53,LGA 1156,16283.8512,6,12
Intel,Intel Core i7-9700 @ 3.00GHz,13202,1340,57.24,LGA 1151v2,7177.2056,8,8
Intel,Intel Core i7-9700E @ 2.60GHz,12561,1391,38.89,LGA 1151v2,10051.76,8,8
Intel,Intel Core i7-9700F @ 3.00GHz,13165,1346,83.18,LGA 1151v2,4925.3624,8,8
Intel,Intel Core i7-9700K @ 3.60GHz,14402,1248,76.2,LGA 1151v2,5881.68,8,8
Intel,Intel Core i7-9700KF @ 3.60GHz,14247,1259,72.59,LGA 1151v2,6107.9224,8,8
Intel,Intel Core i7-9700T @ 2.00GHz,10551,1533,25.67,LGA 1151v2,12792.8096,8,8
Intel,Intel Core i7-9700TE @ 1.80GHz,9720,1605,30.09,LGA 1151v2,10051.76,8,8
Intel,Intel Core i7-975 @ 3.33GHz,3532,2777,7.71,LGA 1156,14256.072,4,8
Intel,Intel Core i7-9750HF @ 2.60GHz,10344,1551,26.19,LGA 1151v2,12292.4,6,12
Intel,Intel Core i7-980 @ 3.33GHz,6908,1967,19.74,LGA 1156,10890.444,6,12
Intel,Intel Core i7-9800X @ 3.80GHz,18145,1031,86.14,LGA 1151v2,6555.1168,8,16
Intel,Intel Core i7-9850HE @ 2.70GHz,9972,1577,25.25,LGA 1151v2,12292.4,6,12
Intel,Intel Core i7-9850HL @ 1.90GHz,7897,1799,19.99,LGA 1151v2,12292.4,6,12
Intel,Intel Core i9-10850K @ 3.60GHz,21920,814,70.84,LGA 1200,9630.084,10,20
Intel,Intel Core i9-10900 @ 2.80GHz,19120,975,48.3,LGA 1200,12320.7192,10,20
Intel,Intel Core i9-10900E @ 2.80GHz,19048,979,42.9,LGA 1200,13817.28,10,20
Intel,Intel Core i9-10900F @ 2.80GHz,19774,941,47.07,LGA 1200,13073.512,10,20
Intel,Intel Core i9-10900K @ 3.70GHz,22325,794,34.74,LGA 1200,19998.3344,10,20
Intel,Intel Core i9-10900KF @ 3.70GHz,22213,797,62.17,LGA 1200,11118.8648,10,20
Intel,Intel Core i9-10900T @ 1.90GHz,14735,1225,42.1,LGA 1200,10891.6888,10,20
Intel,Intel Core i9-10900TE @ 1.80GHz,14159,1270,31.89,LGA 1200,13817.28,10,20
Intel,Intel Core i9-10900X @ 3.70GHz,22368,791,51.01,LGA 1200,13646.7424,10,20
Intel,Intel Core i9-10920X @ 3.50GHz,25818,650,68.18,LGA 1200,11784.2104,12,24
Intel,Intel Core i9-10940X @ 3.30GHz,27651,588,46.95,LGA 1200,18329.68,14,28
Intel,Intel Core i9-10980XE @ 3.00GHz,32023,458,32.02,LGA 1200,31119.6888,18,36
Intel,Intel Core i9-11900 @ 2.50GHz,22336,793,28.02,LGA 1200,24806.6856,8,16
Intel,Intel Core i9-11900F @ 2.50GHz,22089,804,37.73,LGA 1200,18220.76,8,16
Intel,Intel Core i9-11900K @ 3.50GHz,24952,681,63.52,LGA 1200,12225.492,8,16
Intel,Intel Core i9-11900KB @ 3.30GHz,22748,771,42.2,LGA 1200,16773.68,8,16
Intel,Intel Core i9-11900KF @ 3.50GHz,24544,696,55.91,LGA 1200,13661.68,8,16
Intel,Intel Core i9-11900T @ 1.50GHz,18620,1001,42.41,LGA 1200,13661.68,8,16
Intel,Intel Core i9-12900,33659,422,84.36,LGA 1700,12415.9464,16,24
Intel,Intel Core i9-12900F,35816,388,96.8,LGA 1700,11514.0888,16,24
Intel,Intel Core i9-12900K,41153,322,110.63,LGA 1700,11576.64,16,24
Intel,Intel Core i9-12900KF,40740,328,119.83,LGA 1700,10580.4888,16,24
Intel,Intel Core i9-12900KS,43470,301,72.52,LGA 1700,18654.884,16,24
Intel,Intel Core i9-12900T,29143,535,59.6,LGA 1700,15217.68,16,24
Intel,Intel Core i9-12900TE,24017,720,44.15,LGA 1700,16929.28,16,24
Intel,Intel Core i9-13900,45006,290,90.01,LGA 1700,15559.6888,24,32
Intel,Intel Core i9-13900E,40303,334,72.75,LGA 1700,17240.48,24,32
Intel,Intel Core i9-13900F,48517,259,87.78,LGA 1700,17200.6464,24,32
Intel,Intel Core i9-13900K,58283,176,107.93,LGA 1700,16804.4888,24,32
Intel,Intel Core i9-13900KF,57675,180,102.22,LGA 1700,17559.1488,24,32
Intel,Intel Core i9-13900KS,60519,157,122.95,LGA 1700,15318.1976,24,32
Intel,Intel Core i9-13900T,42285,309,77.02,LGA 1700,17084.88,24,32
Intel,Intel Core i9-13900TE,20602,889,37.19,LGA 1700,17240.48,24,32
Intel,Intel Core i9-14900,45166,288,76.56,LGA 1700,18359.8664,24,32
Intel,Intel Core i9-14900F,46707,270,79.6,LGA 1700,18260.2824,24,32
Intel,Intel Core i9-14900K,58445,174,124.62,LGA 1700,14594.9688,24,32
Intel,Intel Core i9-14900KF,58328,175,125.17,LGA 1700,14501.6088,24,32
Intel,Intel Core i9-14900KS,60309,160,78.51,LGA 1700,23906.0728,24,32
Intel,Intel Core i9-14901E,30298,506,54.4,LGA 1700,17333.84,24,32
Intel,Intel Core i9-7900X @ 3.30GHz,20886,867,94.77,LGA 1151,6858.2256,10,20
Intel,Intel Core i9-7920X @ 2.90GHz,23483,743,53.76,LGA 1151,13592.2824,12,24
Intel,Intel Core i9-7940X @ 3.10GHz,25433,663,92.86,LGA 1151,8523.1456,14,28
Intel,Intel Core i9-7960X @ 2.80GHz,27639,589,62.73,LGA 1151,13711.1608,16,32
Intel,Intel Core i9-7980XE @ 2.60GHz,29605,522,60.42,LGA 1151,15248.1776,18,36
Intel,Intel Core i9-9820X @ 3.30GHz,20520,894,73.2,LGA 1151v2,8723.2472,10,20
Intel,Intel Core i9-9900 @ 3.10GHz,16234,1144,31.89,LGA 1151v2,15840.08,8,16
Intel,Intel Core i9-9900K @ 3.60GHz,18081,1039,60.59,LGA 1151v2,9286.5192,8,16
Intel,Intel Core i9-9900KF @ 3.60GHz,18030,1045,60.3,LGA 1151v2,9304.88,8,16
Intel,Intel Core i9-9900T @ 2.10GHz,13112,1352,29.87,LGA 1151v2,13661.68,8,16
Intel,Intel Core i9-9900X @ 3.50GHz,21671,827,87.14,LGA 1151v2,7739.2328,10,20
Intel,Intel Core i9-9920X @ 3.50GHz,24760,690,113.41,LGA 1151v2,6794.1184,12,24
Intel,Intel Core i9-9940X @ 3.30GHz,28003,574,30.07,LGA 1151v2,28982.9896,14,28
Intel,Intel Core i9-9960X @ 3.10GHz,29634,520,148.12,LGA 1151v2,6225.8672,16,32
Intel,Intel Core i9-9980XE @ 3.00GHz,31480,469,53.09,LGA 1151v2,18453.8488,18,36
Intel,Intel Xeon 6315P,11721,1446,55.03,LGA 4710 / 7529,6628.56,8,16
Intel,Intel Xeon 6333P,20656,883,64.75,LGA 4710 / 7529,9927.28,16,32
Intel,Intel Xeon 6337P,21289,848,56.77,LGA 4710 / 7529,11670,18,36
Intel,Intel Xeon 6349P,25953,646,51.29,LGA 4710 / 7529,15746.72,24,48
Intel,Intel Xeon 6353P,26405,629,61.98,LGA 4710 / 7529,13257.12,24,48
Intel,Intel Xeon 6357P,30401,501,54.68,LGA 4710 / 7529,17302.72,28,56
Intel,Intel Xeon 6369P,30315,504,50.02,LGA 4710 / 7529,18858.72,28,56
Intel,Intel Xeon 6505P,39341,346,69.88,LGA 4710 / 7529,17520.56,24,48
Intel,Intel Xeon 6507P,31233,478,40.83,LGA 4710 / 7529,23806.8,16,32
Intel,Intel Xeon 6511P,45687,279,56.06,LGA 4710 / 7529,25362.8,24,48
Intel,Intel Xeon 6515P,40720,329,55.03,LGA 4710 / 7529,23028.8,32,64
Intel,Intel Xeon Bronze 3106 @ 1.70GHz,5768,2197,10.18,LGA 3647,17627.924,8,8
Intel,Intel Xeon Bronze 3204 @ 1.90GHz,4795,2423,14.78,LGA 3647,10096.884,6,6
Intel,Intel Xeon Bronze 3206R @ 1.90GHz,6777,1988,22.15,LGA 3647,9522.72,8,8
Intel,Intel Xeon Bronze 3408U,9969,1578,24.02,LGA 4677,12914.8,8,8
Intel,Intel Xeon Bronze 3508U,11248,1483,25.56,LGA 4677,13697.1568,8,8
Intel,Intel Xeon E E-2414,11946,1427,38.97,LGA 1700,9539.2136,4,4
Intel,Intel Xeon E E-2434,15137,1206,53.87,LGA 1700,8744.72,4,8
Intel,Intel Xeon E E-2486,23605,737,46.65,LGA 1700,15746.72,6,12
Intel,Intel Xeon E-2436,21708,824,68.05,LGA 1700,9927.28,6,12
Intel,Intel Xeon E-2456,20705,881,55.21,LGA 1700,11670,6,12
Intel,Intel Xeon E-2468,26652,620,62.56,LGA 1700,13257.12,8,16
Intel,Intel Xeon E-2478,27817,582,50.03,LGA 1700,17302.72,8,16
Intel,Intel Xeon E-2488,31462,471,51.92,LGA 1700,18858.72,8,16
Intel,Intel Xeon E3-1205 v6 @ 3.00GHz,5682,2216,29.44,LGA 1151,6006.16,4,4
Intel,Intel Xeon E3-1220 @ 3.10GHz,3867,2659,10.31,LGA 1155,11670,4,4
Intel,Intel Xeon E3-1220 V2 @ 3.10GHz,4674,2443,11.71,LGA 1155,12416.88,4,4
Intel,Intel Xeon E3-1220 v3 @ 3.10GHz,5182,2345,57.61,LGA 1150,2799.244,4,4
Intel,Intel Xeon E3-1220 v6 @ 3.00GHz,5589,2239,29.42,LGA 1151,5911.244,4,4
Intel,Intel Xeon E3-1220L V2 @ 2.30GHz,2551,3253,14.36,LGA 1155,5528.7792,2,4
Intel,Intel Xeon E3-1225 @ 3.10GHz,3906,2649,18.97,LGA 1155,6406.9856,4,4
Intel,Intel Xeon E3-1225 V2 @ 3.20GHz,4708,2438,22.43,LGA 1155,6530.8432,4,4
Intel,Intel Xeon E3-1225 v3 @ 3.20GHz,5309,2313,177.04,LGA 1150,933.2888,4,4
Intel,Intel Xeon E3-1225 v5 @ 3.30GHz,5957,2159,34.04,LGA 1151,5446,4,4
Intel,Intel Xeon E3-1225 v6 @ 3.30GHz,5780,2192,57.8,LGA 1151,3112,4,4
Intel,Intel Xeon E3-1226 v3 @ 3.30GHz,5523,2259,8.64,LGA 1150,19885.68,4,4
Intel,Intel Xeon E3-1230 @ 3.20GHz,5148,2355,16.14,LGA 1155,9927.28,4,8
Intel,Intel Xeon E3-1230 V2 @ 3.30GHz,6181,2108,19.02,LGA 1155,10114,4,8
Intel,Intel Xeon E3-1230 v3 @ 3.30GHz,6843,1975,22.15,LGA 1150,9616.08,4,8
Intel,Intel Xeon E3-1230 v5 @ 3.40GHz,7927,1798,22.65,LGA 1151,10890.444,4,8
Intel,Intel Xeon E3-1230 v6 @ 3.50GHz,8094,1774,17.99,LGA 1151,14002.444,4,8
Intel,Intel Xeon E3-1230L v3 @ 1.80GHz,5305,2317,21.22,LGA 1150,7780,4,8
Intel,Intel Xeon E3-1231 v3 @ 3.40GHz,7036,1936,20.11,LGA 1150,10890.444,4,8
Intel,Intel Xeon E3-1235 @ 3.20GHz,5037,2377,18.65,LGA 1155,8402.4,4,8
Intel,Intel Xeon E3-1240 @ 3.30GHz,5359,2295,137.44,LGA 1155,1213.3688,4,8
Intel,Intel Xeon E3-1240 V2 @ 3.40GHz,6387,2061,42.58,LGA 1155,4668,4,8
Intel,Intel Xeon E3-1240 v3 @ 3.40GHz,7005,1949,38.37,LGA 1150,5681.2672,4,8
Intel,Intel Xeon E3-1240 v5 @ 3.50GHz,8252,1751,10.28,LGA 1151,24989.36,4,8
Intel,Intel Xeon E3-1240 v6 @ 3.70GHz,8729,1697,20.31,LGA 1151,13378.488,4,8
Intel,Intel Xeon E3-1240L v3 @ 2.00GHz,5660,2221,6.32,LGA 1150,27867.96,4,8
Intel,Intel Xeon E3-1240L v5 @ 2.10GHz,6547,2030,23.55,LGA 1151,8651.36,4,8
Intel,Intel Xeon E3-1241 v3 @ 3.50GHz,7160,1915,28.11,LGA 1150,7927.5088,4,8
Intel,Intel Xeon E3-1245 @ 3.30GHz,5348,2300,6.15,LGA 1155,27074.4,4,8
Intel,Intel Xeon E3-1245 V2 @ 3.40GHz,6358,2073,31.08,LGA 1155,6364.9736,4,8
Intel,Intel Xeon E3-1245 v3 @ 3.40GHz,7013,1944,18.12,LGA 1150,12043.44,4,8
Intel,Intel Xeon E3-1245 v6 @ 3.70GHz,8691,1700,73.2,LGA 1151,3694.8776,4,8
Intel,Intel Xeon E3-1246 v3 @ 3.50GHz,7220,1904,9.53,LGA 1150,23588.96,4,8
Intel,Intel Xeon E3-1260L @ 2.40GHz,4076,2601,15.1,LGA 1155,8402.0888,4,8
Intel,Intel Xeon E3-1260L v5 @ 2.90GHz,8254,1749,31.91,LGA 1151,8050.744,4,8
Intel,Intel Xeon E3-1265L @ 2.40GHz,3912,2645,14.55,LGA 1155,8370.6576,4,8
Intel,Intel Xeon E3-1265L V2 @ 2.50GHz,5066,2372,10.93,LGA 1155,14420.6968,4,8
Intel,Intel Xeon E3-1265L v3 @ 2.50GHz,6167,2112,15.46,LGA 1150,12415.324,4,8
Intel,Intel Xeon E3-1268L v5 @ 2.40GHz,6334,2079,13.87,LGA 1151,14207.5248,4,8
Intel,Intel Xeon E3-1270 @ 3.40GHz,5375,2294,30.2,LGA 1155,5539.36,4,8
Intel,Intel Xeon E3-1270 V2 @ 3.50GHz,6497,2045,46.46,LGA 1155,4352.132,4,8
Intel,Intel Xeon E3-1270 v3 @ 3.50GHz,7230,1901,17.63,LGA 1150,12759.2,4,8
Intel,Intel Xeon E3-1270 v5 @ 3.60GHz,8319,1740,21.2,LGA 1151,12213.044,4,8
Intel,Intel Xeon E3-1270 v6 @ 3.80GHz,8959,1682,35.85,LGA 1151,7778.444,4,8
Intel,Intel Xeon E3-1271 v3 @ 3.60GHz,7437,1866,60.22,LGA 1150,3843.32,4,8
Intel,Intel Xeon E3-1275 @ 3.40GHz,5491,2267,34.32,LGA 1155,4979.2,4,8
Intel,Intel Xeon E3-1275 V2 @ 3.50GHz,6655,2010,19.2,LGA 1155,10785.5696,4,8
Intel,Intel Xeon E3-1275 v3 @ 3.50GHz,7129,1924,20.01,LGA 1150,11085.2552,4,8
Intel,Intel Xeon E3-1275 v5 @ 3.60GHz,8305,1742,18.7,LGA 1151,13818.5248,4,8
Intel,Intel Xeon E3-1275 v6 @ 3.80GHz,9198,1657,18.43,LGA 1151,15527.324,4,8
Intel,Intel Xeon E3-1276 v3 @ 3.60GHz,7563,1847,12.85,LGA 1150,18321.2776,4,8
Intel,Intel Xeon E3-1280 @ 3.50GHz,5612,2234,11.31,LGA 1155,15442.0552,4,8
Intel,Intel Xeon E3-1280 V2 @ 3.60GHz,6616,2017,17.26,LGA 1155,11926.74,4,8
Intel,Intel Xeon E3-1280 v3 @ 3.60GHz,7208,1906,28.95,LGA 1150,7748.88,4,8
Intel,Intel Xeon E3-1280 v5 @ 3.70GHz,8254,1750,27.61,LGA 1151,9303.324,4,8
Intel,Intel Xeon E3-1280 v6 @ 3.90GHz,9093,1668,16.18,LGA 1151,17489.44,4,8
Intel,Intel Xeon E3-1281 v3 @ 3.70GHz,7547,1850,13.82,LGA 1150,16999.3,4,8
Intel,Intel Xeon E3-1285 v6 @ 4.10GHz,9552,1616,9.65,LGA 1151,30807.244,4,8
Intel,Intel Xeon E3-1285L v3 @ 3.10GHz,6874,1971,7.65,LGA 1150,27961.32,4,8
Intel,Intel Xeon E3-1286 v3 @ 3.70GHz,7879,1800,9.39,LGA 1150,26109.68,4,8
Intel,Intel Xeon E3-1286L v3 @ 3.20GHz,6929,1960,8.95,LGA 1150,24086.88,4,8
Intel,Intel Xeon E3-1290 @ 3.60GHz,5429,2280,6.13,LGA 1155,27541.2,4,8
Intel,Intel Xeon E3-1290 V2 @ 3.70GHz,6354,2075,7.18,LGA 1155,27541.2,4,8
Intel,Intel Xeon E3-1535M v5 @ 2.90GHz,7493,1854,12.03,LGA 1151,19387.76,4,8
Intel,Intel Xeon E3-1535M v6 @ 3.10GHz,8109,1770,13.02,LGA 1151,19387.76,4,8
Intel,Intel Xeon E3-1558L v5 @ 1.90GHz,7634,1837,19.28,LGA 1151,12323.52,4,8
Intel,Intel Xeon E3-1585 v5 @ 3.50GHz,8408,1733,15.12,LGA 1151,17302.72,4,8
Intel,Intel Xeon E3-1585L v5 @ 3.00GHz,7959,1796,17.88,LGA 1151,13848.4,4,8
Intel,Intel Xeon E5-1410 @ 2.80GHz,4852,2414,107.85,LGA 2011,1400.0888,4,8
Intel,Intel Xeon E5-1410 v2 @ 2.80GHz,5715,2207,297.65,LGA 2011,597.504,4,8
Intel,Intel Xeon E5-1428L v2 @ 2.20GHz,6255,2094,307.05,LGA 2011,633.9144,6,12
Intel,Intel Xeon E5-1603 @ 2.80GHz,3477,2797,102.6,LGA 2011,1054.6568,4,4
Intel,Intel Xeon E5-1603 v3 @ 2.80GHz,4457,2499,346.01,LGA 2011-3,400.8256,4,4
Intel,Intel Xeon E5-1607 @ 3.00GHz,3790,2688,328.69,LGA 2011,358.8136,4,4
Intel,Intel Xeon E5-1607 v2 @ 3.00GHz,4137,2576,17.99,LGA 2011,7156.044,4,4
Intel,Intel Xeon E5-1607 v4 @ 3.10GHz,5171,2351,29.05,LGA 2011-3,5539.9824,4,4
Intel,Intel Xeon E5-1620 @ 3.60GHz,5845,2177,83.5,LGA 2011,2178.4,4,8
